text,cluster_id,topic
 I recently wrote a review of the 98 Ford explorer xlt  V8  AWD  I hate this car  which thank god  my lease is up this summer  I recently rode in a friends 99 explorer  XLT  V6  AWD  Although ford made several minor improvements  I still think this auto is an overpriced piece of garbage  It is overpriced  underpowered  and is generally just a low quality  high maintenance SUV  I have had many  many problems with my explorer  and my friend said the same thing  Also  on top of all the problems  their service is terrible  I think if you are considering buying this auto  look elsewhere  I recommend looking at the jeep line  or go with an import  You ll be very happy you did br br,4,Ford SUV and Van
 We have owned a couple Ford Aerostars  The 1990 model had several flaws  The drivers seat was broken through normal wear and tear  The Anti Lock Break notification light has never worked properly  yet there was never a recall or anything  And the worst aspect of both is that these two and most of these models I have seen  are more apt to rust then other vehicles  They are both have rusted out the bottom side panel between the front and rear tires  The 1988 van has ran fairly well  however the 1990 model has had numerous mechanical problems  Many flaws have resulted from the mini vans  From the alternator not failing to a leaking gas tank  They also have shakey starters in them as well  and a fuel injected engine that will not start without pressing the gas pedal br br,4,Ford SUV and Van
 I have worked in the Automobile Manufacturing business most of my adult life  NO ONE has more stingent quality standards to uphold than Ford  I have supplied parts to every domestice manufacturer you can name  I have owned a Ranger for 12 years and now have a 93 Ford 150 4X4  I have loved both trucks  Especially the 150 is built very solidly  When the door shuts it shuts to a great fit  you can hear it On the new 150 I am not sure I like the new body  I liked the look of the pre 96 trucks esp the 95  The area I know live in seems to be GM truck land  My friends that all drive trucks prefer the GM  by far  then the Ford with the Dodge Ram being close to the Ford  There are more GMs in this area then Fords and Rams put together  My friends report that they prefer the GMs for these reasons 1 Styling  do not like the body look of 150 or Ram 2 Perceived Reliablity  Fords seem to have the reputation of using much more gas per relative engine size  as the GMs 3 All Full Size pickups are very expensive  most around here are 4x4s  and GM is the most  slightly  However GMs seem to hold their resale value and are worth much more worth the value  in this area If I was buying a brand new truck  at present it would be a GM,4,Ford SUV and Van
 I don t even know where to begin  This car  while I had it  had so many problems  It seemed like everyday  there was another problem  First of all  to be fair I ll list the good parts about this car  its 1 6 liter H O  engine does produce a lot of power for a small engine  I have actually beaten V8 Chevy s and Fords off the line  And it cruises with no problem at high speeds  That s probably about the only good thing about this car  The car itself has a very bland boring design  It actually looks pretty ugly   Don t ask me why I got it  The interior is very cramped and there are no back seats Problems 1  Leaking winshield and sunroof 2  Car is so loud  you can t hear yourself think 3  When you turn the vent on  all you get is a smell of gasoline 4  Interior smells horrible 5  Handling stinks  and power steering squeaks when you turn 6  Shocks and suspension are horrible  can feel every bump on the road 7  Horrible gas mileage  15 19 mpg  and I thought this was supposed to be an economy car 8  Frequent problem with the engine  Overheating  burning and leaking oil 9  Car spent more time in the mechanics garage than mine 10  Half the options on the car failed  cruise control  AC  etc  Ok  this is pretty much my message  STAY AWAY FROM THIS CAR  Its not worth it  for  1000  treat yourself to a vacation or something  You ll definitely need one after dealing with this car,0,Mustang Car Reviews
 While my  a href auto review 3C55 AAC6464 38E3EDC5 prod4 1999 BMW 323is a  was being serviced I was given a rental for 24 hours via  a href content 74992291460 Enterprise a  In spite of my previous bad experience  this young man was very nice  Although the situation was much different  and was giving the 4 women ahead of me choices  It appeared no one wanted to drive the  Ford F150   I grabbed it since we are rethinking our configuration of cars and I really don 146t like my husband 146s  a href auto review 6E8 A133239 38F5D3B7 prod6 1998 Chevy S 10 Pick Up a b The car 146s features   This truck is the  2003 4 door SuperCrew XLT 4 Wheel Drive Styleside with an automatic transmission b  It has a 4 6 liter engine with 8 cylinders  This is a powerful  huge truck  The truck has a little more than 14 000 miles on it   Remember it is a rental but in fantastic condition  I will attempt not to compare it with my BMW but I can t promise  I do have our Chevy S 10 in mind  though these trucks are very different as well  The Ford F150 has a 25 gallon gas tank with an estimated  gas mileage  of 14 miles per gallon in the city and 19 on the highway  It has so many features that are standard there aren 146t too many options that I would look for except perhaps heated seats  Standard  not an inclusive list  includes automatic transmission  front independent suspension front stabilizer bar  clock  external temperature display  Which I have on my BMW and really love  low fuel level warning  compass  and trailer wiring cargo tie downs  Which we need because we tow a 21 foot travel trailer  a href content 87725346436 Sun Lite a This truck has a  seating capacity of 6 people b  The front has a 40 60 split bench front seats which mean that the driver 146s seat is separate from the other two seats which are attached  The front driver 146s seat is also a little longer than the rest of the bench  A fantastic feature is  lumbar supports  for both the driver and the passenger via a round lever  It makes a huge difference  One reason I don 146t like the Chevy is because it is so uncomfortable  I found the Ford F150 to be quite comfortable There is cloth upholstery and in the car I am driving it is a soft material and in gray  What I had never seen is the compartment between the driver and the window passenger  If you only have 2 people in the front you can put down a compartment  I can 146t call it an arm rest because it really doesn 146t come out long enough to rest my arm  that holds cups and storage  This truck has quite a bit of  storage  except for the glove compartment  What looks huge is actually tiny once you open it  There is storage on the doors and on the roof for glasses and kleenex  Note though that there is a  bump   It isn 146t huge like in a bucket seat car  where the middle passenger sits  The is so much head and leg room that comfort in the front isn 146t an issue   The back  has cup holders as well and a split bench  It is divided as in 1 3 and 2 3rd  There are two head rests  2 3rds of the back bench fold down but not all the way but enough to get to a place where there is a small holding compartment where the jack is kept  The other 1 3rd seat does the same  There are also rear heating ducts The truck has remote power door locks  power windows  power mirrors  cruise control  front and rear 12volt power outlets  air conditioning  front and rear reading lights  dual illuminating vanity mirrors and a leather wrapped steering wheel  Other specs include Front Head Room  39 8 in  Front Hip Room  59 8 in  Front Shoulder Room  63 7 in  Rear Head Room  39 8 in  Rear Shoulder Room  63 6 in  Rear Hip Room  58 in  Front Leg Room  41 in  Rear Leg Room  36 8 in  from www edmunds com I am driving a white truck  It looks nice in white  Other colors are black  beige  red  burgundy  green  dark green  gray  dark gray  silver and a couple of shades of blue It has an AM FM radio with a cassette player with 4 speakers and 80 watts of stereo output  The radio sounds terrific There are no side airbags  you may want to note  Also please  note  that this truck is high  Luckily it has handles near the 4 doors you can hold onto to lift yourself up  For many  though  the height of this truck will be a problem   How the car handles    The first thing I noticed when driving this truck which did not go away with time were the  bumps  I felt  I think the truck found every bump on the road or made up some on the way  That is a real negative for me because we drive for long periods of time and if we are spending this much money will spend a bit more for a vehicle that will tow and that won 146t get me car sick  The second thing I noticed was the  outside noise b  That seemed to diminish in time  Of course it really didn 146t  I just noticed it less  I could  for example  use my cell phone 146s voice command without being told it was too noisy  The third thing I noticed was that it didn 146t  stop  like my BMW  OK I know I said I wouldn 146t compare  but this is a truck  It stops just like our Chevy a bit too slowly for me  Stepping hard on the brake will stop the truck immediately but just pushing on it will have it come to a slow stop  The fourth thing I noticed was the  steering b  Considering how big this truck is it handles well  It corners much better than I expected  though I did move with the truck  For something this size I didn 146t expect the steering to handle so well  I easily passed cars that I was too close to and got into the lane again with no problem The fifth thing I noticed was the  acceleration b  OK it is a truck but with 8 cylinders I expect more power  I had to really give it gas to get up a hill at 65 miles an hour  I never feared for my life when merging onto the highway  there is enough pickup for me to say it accelerates well enough  I 146m just not used to having to put my foot down on the accelerator so hard to get it going  I could feel it go into gear as I accelerated as well   I could also feel the truck at 70 miles an hour b  I wasn 146t afraid of going to fast in this Ford because it told me when we were above the speed limit  150 it shook a little bit  I had a Maxima that did that and I don 146t like that  We travel in places where there are no speed limits so I 146d like to be able to do 80 without feeling it  The  safety  of this truck is not good according to http www hwysafety org vehicle ratings ce html summary lgpickup htm 0110  The overall is poor as is the safety of your chest  head and neck  left foot is acceptable  right is marginal and the restraints  using a dummy  are poor  150 that is they don t keep you safe enough  The standard basic  warranty  including the drivetrain and roadside assistance is 3 years or 36 000 miles  The warranty for rust is 5 years  This is one of the worse warranties I have seen  150 at least comparing it to cars b In summary    I have said many times that if I looked at the crash tests on vehicles I probably wouldn 146t get into one  but these letters  P poor  are glaring  Can I not recommend a truck based on that alone  Perhaps but there are other reasons I can 146t recommend it  I love the lumbar support  though why it is manual I don 146t know when everything is power  Then again in my BMW my seat lever is manual in spite of other things being power  Among the things mentioned  150 the bumps  the noise  the fact that the middle person in the front has a bump under their legs  does that make it a 5 seater then  really  the fact that the acceleration isn 146t what I would like nor is the ability to stop  and the climb up it will get 3 stars since I like it better than my Chevy which I don 146t recommend either  So it is an average truck  I am sure there are better  I love the 4 doors and the 7 000 pound towing capability which is what we need  but other than that  I know I 146ll look elsewhere If you have any questions about this car  feel free to e mail me  Other car reviews I have written include   a href content 115844746884  2003 BMW325I a a href content 79213727364 2000 Nissan Altima  a a href content 77865193092 2001 Chevy Malibu  a a href content 76926193284 2002 Chevy Prizm  a a href content 27618807428 1998 Dodge Ram Van  a a href content 24638426756 1996 Nissan Sentra  a a href content 11450289796 2001 Pontiac Sunfire  a a href auto review 394A 20D133F6 3A2D2C88 prod2 1999 Toyota Camry a a href auto review 1F30 22AB0899 39F2CE02 prod3 2001 Hyundai Accent  a a href content 69343219332 2002 Subaru Impreza a a href content 56003366532 2000 Suzuki Swift  a a href content 73785642628 2001 Chevy Metro  a,1,Car Ownership Experiences
 The Expedition is one in a long list of truck based SUV s  It s basically a short wheelbase Ford F 150 with a steel roof in back instead of a bed  and a rear seat or two  So  despite their bulk  and popular misconception  they re actually not as unwieldy as your typical extended cab pickup is  because of the shorter wheelbase  Ford also tosses in a few minor luxury features and softens the suspension to differentiate it from the pickup and also to somehow justify the whopping  9 000 price differential  Expensive rear seats and roof  aren t they Here are my impressions on the Expedition Exterior Styling  While not glamourous or sexy  the styling works  It s a bit top heavy  due to the cargo maximizing design  and the wheels are a bit narrowly offset  with more body overhang than I d like  But who are we kidding  You re hauling around babyseats in the back  You won t be crusing the boulevard in this SUV  Interior  Much like the F 150  it s functional  though it retains some of it s truck based look and feel  Buttons are large and well placed  the guages are easy to read  and the center console is huge and very useful  Cupholders are fine  which is one of my  quot must haves quot  Interior materials are tasteful  better than the Chevy Tahoe  but there is still a somewhat plasticy look you have to pay  40 000 for an SUV to avoid  My main problem with the interior  and this vehicle in general  is Ford s incredibly uncomfortable seats and seating position  I am 6 0 quot  and cannot seem to find a position which does not induce severe discomfort after a minute or two  The seat back is too hard  and there is a lack of proper side bolstering to hold you in when the body rolls in turns and roll it does  When I get the seat set where my legs are happy  I can t reach the wheel easily  This causes major back pain from overreaching  And when I get the seat set so my hands feel right  my knees feel crowded under the dash  The 2000 models have been improved somewhat with adjustable pedals and improved seat materials  but they are still not the greatest  Be sure to test drive the Expedition well before buying  You may regret it if you can t get comfortable  Rear seat room is cavernous  with plenty of room to put in car seats and full sized passengers  Three accross seating is acceptable  at least for short trips  The 3rd row seats are a weak point  however  They come in handy when hauling large groups  but are best suited for children  The problem  as with most 3rd row seats  is that though they re best suited for small kids  it s hard to get the very small kids back there and buckled in  So again  it s best for occasional use  Buy a minivan if you are always hauling a team around  The A C and stereo systems are acceptable  though nothing special  I would suggest aftermarket upgrading if you are an audiophile and skipping the included upgraded CD system  Ride handling braking  This is never the strong point of an SUV  but the Expedition has a smooth ride  due to its soft springs and suspension setting  Wind noise is acceptable  but handling suffers  at least on 2wd models  due to the excessive body roll  This is a subjective thing  but you tend to wallow in turns and it limits your ability to maneuver in emergency situations  Braking is adequate  though it s no sports sedan  Part of the safety factor of big SUV s is negated by their inability to maneuver as quickly to actually avoid an accident  So drive within the vehicle s limits Engine driveline  The 4 6L V 8 is a tad underpowered by modern standards for a vehicle this size  but it certainly isn t a pig  The 5 4L gets up and going faster  but adds to the cost and reduces fuel mileage slightly  If you re hauling a lot of gear and people  spring for the bigger engine  If you re choosing between a less opulently outfitted Expedition and a loaded Explorer  choose the Expedition and the cheaper engine  It s a much better value  The transmission is smooth  with none of the lurching I ve found on Chyrsler products  It s not in the class of a Toyota Tundra  however  But few other trucks and SUV s are  when it comes to smoothness Reliability Safety Ford Expeditions have been fairly reliable  The one I ve spent time in has zero breakdowns or warranty problems in 38 000 miles  I would rank them above Chrysler and GM products  though behind Japanese and German makes  The dealer network ranks from great to pathetic  so ask around to find a good dealer  I have two excellent ones in my area  Safety is a great reason to pay the extra money to get a full sized SUV rather than a more practical compact  5 000 lbs of bulk and increased ride height goes a long way in protecting your family in a crash  Expeditions have not been tested  but the similar F 150 has outstanding crash test results  Some of the best around  in fact  Missing are side and head protection airbags  But only the most high end cars had them when the Expedition was introduced  Expect to see them in the next re design  If you are looking for a minivan alternative and need seating for more than 5  the Expedition is a good choice  The new Tahoes have a slight advantage in the on the road experience  but I would be wary of their spotty reliablity  With the Optional 3rd row seat  you can carry 7 on a long trip  But if you re like me and others I know  and can t get comfortable in the front seats  this vehicle is NOT the one for you  It s unfortunate  because this SUV is a good value for the money So is the Expedition really a beached whale  Well  if you do not have a family or do not really need the extra space  there are some newer  smaller  better driving SUV s on the market  They will be more nimble and cost less to operate  I am very impressed with the new Acura SUV  It s slightly more than a loaded Expedition  but gives you a better  faster ride  more refinement  Acura warranty and quality  and more maneuverability in parking lots  It s somewhat smaller  but the newer design means more safety features  side airbags  that somewhat cancel out the Expedition s size advantage  If you need the size  but want more refinement  wait and check out the new Toyota Sequoia  Not cheap  but resale value will probably be great  Some other decent alternatives for those who do and do not require a full sized SUV Full sized or near Chevy Tahoe GMC Yukon Toyota Sequoia  late 2000 Dodge Durango  smaller  but 7 seat capacity Isuzu Trooper   the best dollar value out there compact mid sized Acura MDX Lexus RX 300 Ford Escape Nissan Pathfinder br br,2,Car Review Collection
 Two years ago  I had been dreaming about owning one of those monsters I had been seeing on the roads  The Ford Expedition  I love big Trucks and this one had just come out the year before  It looked classy  sporty and aggressive at the same time  So I went SUV shopping  I drove the Durango  the Isuzu  and many others  Many but the Tahoe  I cannot tell you why  Maybe it was just the shape of it  it looked old  They had remaind he same for years  a big rectangular box on wheels Well  I ended up leasing a brand new 98 Eddie Bauer Ford Expedition  I live in the South East where it never snows and I don t have time to go off road  so I decided to save money but getting the 2WD  This truck just has everyhting on it  Awesome 7 speaker stereo  power everything  6CD changer  turning signal integrated in the mirrors for aded safety  lit running board  third row seat  automatic lights  leater seats  power driver seat  etc  It is very very roomy expct for people seating in the third row seat  but let s not be too demanding  It  quot seemed quot  luxurious and safe and so big  i loved it  we had taken the 5 4 liter V8 whihc I Highly recommend considering the size and weight of this truck  The standard 4 6L has a hard time moving this truck in and out of traffic The 5 4L is powerful and is enough  However  it is noisy  When you pus the pedal down the cabin fills with noise and it is quite disppointing for 36k luxuary car  After driving this truck for a year  and driving other cars and SUVS  I quikcly became more and more disappointed  What I thought was luxury  was just a facade  Plastic elements are of poor quality and are poorly assembled  There are too many large gaps betwee dashboard elements and doors  etc  Second disappointment  after the excitment of buying the Expedition was gone  was the lack of torque and power  Drive an expdition  then a Tahoe  and you ll understand what i am talking about  The Chevy powerplant is a lot more powerful and efficient  it ll let you spin the wheels at a red light  The expedition is more like an  quot Escargot quot  Third and major disappointment is the ride mainly over bumps  holes  and the handling in curves  You might not realize it as a driver  but seat on the right side a few times and it ll become obvious  I was wondering why my wife kept comlaining about my driving  The truck bounces you all over the places when turing  braking a little hard  or drivig on older bumpy roads  It also tends to lie on its side when turning  A 36 0000 dollar luxury SUV should not bounce you so bad and force you to hold on tight ot the door handle and the dash board  unless you wnat a work out i do not feel as safe driving it now I have since driven a TAHOE and ridden in a SUBURBAN  the engine is a lot more powerful and adequate for such a car  and the ride is a lot more comfortable Finally  I will end saying that in a year I had to take my Brand New 36k Expediiton to the shop twice  thre parts broke in the sunroof  10 days without a car and the Auto Air Valve broke Make sure you ride the Chevy trucks before giving up to the good looks of the Expedition  and to the image of driving one Good car hunting,1,Car Ownership Experiences
 The Ford Expedition is supposed to be a top of the notch vehicle  however  there are many little things that just bring down the whole vehicle  First of all there is no trunk space  If you have a car that is made to hold 8 people  there needs to be room to put all of their things  My family got the car because we have 6 people all of whom are involved in soccer  We need the large car to travel to our soccer games and tournaments  There is never room to put all of our bags  Another problem is that when the seats are put down  they don t align properly  On long trips  it is so nice to be able to put down the seats and make it into a bed  But since the seats are uneven  the bed is very uncomfortable  Another problem that just irks me is the windows  The back windows don t go down all the way  They go too low to be for child safety  You can t put your arms out of the window and they get an annoying dirt line on them that is hard to get rid of  If you haven t noticed I m speaking from the passengers point of view  But I have also driven it many times  The seats are rather hard and uncomfortable  I have a Jeep Grand Cherokee which has extremely comfortable seats and the transition to the Expedition is not a good one  The Expedition does drive nicely  It shifts very smoothly  It has average gas mileage and is relatively smooth riding   Except once when it hydroplaned on the interstate not good at all  All together I would not recommend the Expedition  If you are buying as a car that you would like to be comfortable for your passengers  as I assume you are since you are buying a car made for eight  I would recommend something more like a Suburban br br,2,Car Review Collection
 MY family has leased a 1998 Ford Expedition Eddie Bauer Version for 3 years now  We have been fairly happy with it considering there are 3 kids and 2 adults  WE have had more than our fair share of problems with this  truck  which i will explain later on  This car is best used on the highway considering it gets horrible gas mileage in the city and its still not that great on the highway  I would suggest leasing this car instead of just plain buying it becuase you dont want to buy this car and turn around and hate it like lots of people i know  There are several pluses to this car though 1  No one will ever cut you off or get in your way  and i mean never 2  Very safe in crashes 3  Good in wintry conditions such as snow but bad in ice since there is such a high center of gravity 4  Seats 8 5  Lots of storage space 6  Fairly nice sound system 7  They are very inexpensive at the dealerships right now 8  Removeable back seat Now for the not so good things 1  Insurance is sky high 2  Horrible gas mileage 3  Tons of mechanical problems 4  Loud 5  Drinks fall out of cup holders 6  Antena gets scratched if you go in your garage so in about a year you have to spend money to get a new antena 7  Vary hard to park 8  Bad turning radius 9  Possibility to flip over 10  cd player is in center counsol so you cant change cd s or anything while driving 11  Hard to wash 12  Very expensive to get repainted or get fixed Now for the problems we had 1 Windows got stuck and would not come up all the time during the summer 2  Oil leaks constantly 3  Winshield wipers wear out in about 4 months 4  Paint peeled 5  Tons of problems with our fule pump 6  Leather on seats tor for no reason 7  Winshield wiper on back window never worked and never will I suggest getting a smaller suv such as a cherokee or explorer,4,Ford SUV and Van
 Don t personally own a Ford Explorer  but can tell you it s not for me  I have ridden in a few in my time and I am not pleased at all  Yes they may be roomy  yes they may have comfort options and extras  but not for me  Personally  I am not all for extremely large vehicles  I believe barges should float on the water  not on four wheels taking up the roadway  Granted  if you have a large family and need a sporty type utility vehicle  you may appreciate the roominess that the Explorer has to offer  As a person who doesn t like not being able to see out of her personal car  I would not want to drive this  let alone attempt to back it up  park it  or heaven forbid  parallel park it  I wonder how many people have actually driven these monsterous crafts to take their driver s license exam in  I would speculate so bravely as to say that unless you drive a tractor trailer on a daily basis  you d probably fail the exam  Personally know a mechanic who complains of working on these vehicles way too much  They are a busy operation and they see about 10 15 of these each week with many problems  Don t consider them too dependable  For the price  I don t think I would be too pleased  If I were going to pay that kind of price for an automobile  I d just as soon go by a sports car  At least then I could see what was beside me  behind me  and yes  even in front of me,4,Ford SUV and Van
 When my friends started to find out I was driving an expedition they all called me big  quot pimpin quot  Shawn  Cause The big SUV s are supposedly  quot pimpin quot  cars  Well when you look at them  yeah they are very nice in a monsterous way  They are hogs of the road  They need one of those signs on it that says oversized load  I don t like driving it cause its just too big  I always park it as far away from the other cars at parking lots cause I m afraid I might not be able to get out of the car  or worse yet not able to back it out of the parking spot  The worst part of the car is it s amazing ineffeciency with gas  I end up never useing the air conditioner  because the amount of money I m spending on gas is just so ludicrous  And it is taking it s toll on me  I live in southern California where the temperatures are soaring into unbearable levels  I can t complain about the amount of space the car has  It is very roomy  and you can fit like 7 people in it comfortably  This is defenitly a plus when your the designated driver at a pary or something of importance like that  If you have no need for the very large amount of space this car has  DO NOT PURCHASE IT  however if you have to move around a bunch of kids every day  or you need a very large carpool  THIS IS THE CAR FOR YOU,2,Car Review Collection
 We used to drive down the road and be jealous of all the people who were driving the NEW style Mustang so when we could afford one we bought it  It was sitting in the back lot  it was white and all the dirt had settled on it from sitting  With the shortage of mustangs around we were thrilled to find one but we couldn t figure out why it wasn t on the showroom floor  They didn t have any convertibles on display  only hard tops  It seems that South Florida is the place for convertibles year round and that s what we wanted 21 000 later we had BRAND NEW Mustang convertible 6 cylinder  white top and white paint grey interior and 350 miles on it when we drove it off the lot  We were thrilled  it was our Christmas present  Eight days after we purchased our NEW car it was a rainy New Years eve and I saw the car parked by the school 4 miles from home and nobody was in it  I thought someone had stolen it  A policeman drove by asking why the car was there  he thought it was stolen Walking in the rain was my son and he said the car let out with a bunch of steam and the engine quit  So we had it towed to the dealership and they were closed but when they looked at the car they told us we did something to make this happen  But we didn t  They had the car for almost a month and a factory rep came down to look at it and there was a factory defect in the engine which caused the engine to blow  I wanted my money back and they said NO  A new  21 000 car and a blown engine  That could effect the transmission etc  They did give me  1200 back for the extended warentee but they let us keep the warentee  That was a deal  We had the car for 15 months and a humming in the middle to rear of the car started  It got worse  There was also a vibration with it too  We took it in many times anf finally I found out there was a defect in the torque converters and Ford was keeping it hush hush because they didn t have enough torque converters to replace it on all the cars  I didn t want the car  Luckily we live in Florida with the Lemon Law and we got back EVERY Penny we paid for the car  I was thankful for that  I felt FORD made it good so I used all that money and ordered a new 1998 Mustang convertible laserred 6 cylinder  We felt it was a fluke that we had problems with the first Mustang The second Mustang we did eventually have problems with the torque converter but the dealer said there was nothing wrong with it  That s another story  See my write up about it and my 2000 GT,0,Mustang Car Reviews
 My roomate recently bought a 2000 Ford Explorer Sport  The SUV is really nice but it is too bumpy and can flip very easily  The front seats aren t very comfortable and the back seat is awful  I feel like I m sitting on a big pile of wood  If you are going to have 3 people in the back make sure one of them is a kid so they can sit in between the seatbelts in the middle of the seat  At least the child is small enough to where they don t sit on them  They hurt pretty bad when you sit on them  The back hatch or 3rd door is nice but really heavy  If you are a woman you will probably have to use two hands to pull it down to close it  Now for the side doors  after a few months of opening and closing the doors they get to where you have to slam them shut  It starts to get very hard and annoying to close the doors  If you own and know about the  quot free quot  oil changes that you can purchase for 2 or 3 years  have all your paperwork with you the first and second time you go to the dealership to have it done  If you don t and Ford doesn t have you in the system or says that they have never heard of that before  you will end up paying for it and fighting with Ford to get your money back for that oil change  After 1 or 2 times it gets better  They usually have you in the system by then  The body of the SUV is really nice but not nice enough for me to own one I ll have to stick with the Chevy Tahoe in this category br br,4,Ford SUV and Van
   Disclaimer i  Attempts at a detailed analysis  based on the intensifiction of the fight between the two giants  Call this bitter battle between these two giant companies whatever you want  Call it the battle of the sturdy CEOs  Lampe and Nasser  John and Jacques  The battle of the cream of the creams  You may even want to call the breakup of relationship a divorce of Ford Motor Co from Bridgestone Firestone  All of this has come after numerous fatal accidents and recalls of tires by both companies  The victims have filed lawsuits in the meantime  In what ways will this public battle benefit regular  poor and suffering consumers  Their loved ones are long gone  No camp appears to take the blame for the lack of safety and the shredding and peeling of tires in last year s series of accidents  One of the protaganists seems to say something that includes the consumers whose heart  money and business both camps are looking for  There may be some grain of truth to this statement by Bridgestone Firestone president John Lampe   Business relationships  like personal ones  are built upon trust and mutual respect We have come to the conclusion that we can no longer supply tires to Ford since the basic foundation of our relationship has been seriously eroded b Which side to believe  How about consumers  safety in all of this b i Ford Motor Co CEO fires back    We are deeply disappointed that Firestone decided not work together for the safety of our shared customers  which is the only issue that matters  Despite all the shots fired back and forth  consumers become spectators of this major disagreement  They are taking lessons  They want to know which side is truly interested in protecting them  giving them the assurance of safety on the roads  After all  they are the ones who buy the various Ford Explorers on which the Firestone tires were mounted  Jacques Nasser decides to recall close to 13 million more Firestone tires on its SUVs  It has already made plans to replace the Firestone Wilderness AT tires by signing a contract with Goodyear  All of this news leaves John Lampe with no other alternatives other than to ask for an inquiry of the Ford Explorer  This news is nothing but positive for the consumers and the plaintiffs of various lawsuits  If anything wrong is found in the Ford Explorer design  they will be able to use this new information against Ford  On the other hand  Ford CEO Jacques Nasser wants to continue believing that all the problems lie with the tire manufacturer   John Lampe does not understand why his company s tires fair well in other vehicles  but not on Ford Explorer  He admits that this company is prone to rollovers  This may explain why he is asking for an inquiry  He has taken steps making sure the proceedings get under way i  At that point  Mr  Lampe met with transportation secretary Norman Mineta and submitted to him a pretty long report about Ford Explorer s steering problem that may have contributed to rollovers Ford is blaming on defective tires   For sure  the battle has intensified  Still  the questions that most consumers are asking are  How safe is the Explorer  How safe are the tires b What has been known in this conflict  a  The federal government has files linking Bridgestone Firestone to 174 deaths and more than 700 injuries  Based on these data  it appears that Firestone had no other games to play other than to be forthcoming and cooperative to save its skin  We all know how last Summer  Bridgestone Firestone agreed to recall 6 5 million tires that the government linked to the previous deaths b  Ford has a lot of ammunition against Firestone  And Firestone has a lot against Ford too  So much for the 95 year relationship that saw the marriage of blood and flesh over the years  Plaintiffs of lawsuits filed against both companies are paying close attention to the tidbits of info that fall on their laps  Who would not jump on them c   Important features despite all the rumors   Ford Explorer has been a best seller  It is one of the Ford s lines of vehicles that has had some great returns over the years  Most consumers continue to buy them despite the existence of its competitors as found in GMC Jimmy  Chevrolet Blazer  Jeep Cherokee 2WD and Jeep Cherokee 4WD  The 2001 Ford Explorer comes with air bag driver  air bad passenger  side impact door beams  theft deterrent system  window  driver side Express door etc and all the standard features While this breakup may be a catalyst to many plaintiffs  lawyers  grin  what remains to establish to end all doubt is whether Ford Explorer is all that it s cranked out to be  It will be up to the inquiry team to answer this question  John Lampe can t answer it himself  Let s hope that the truth  the whole truth will come out without any problems  The public  the consumers are watching  They have already paid with the blood of their loved ones  They are suffering while they recover from last year s flurry of peeling tires accidents May the truth come out  This way  if any defect is found in the vehicle  it may be corrected to save lives on the roads  As far as the tires are concerned  let s hope that more whistle blowers come out like Erin Brokovich  It is said that Alan Hogan has been the Erin Brokovich in this case  May he continue to serve society and the regular Joes with his moral values  We need more people like him around  Don t you agree,2,Car Review Collection
 My 1995 Ford Explorer Sport was my favorite vehicle that I ve owned  when it was running  The things that I liked about this SUV is that it is very roomy and handles very well  These are about the only things that I liked  Every month I had a problem with it  everywhere from that cooling system to the transmition  Nothing but problems  Not only was it always broken down but it also was terrible on the gas mileage  The two other cars that I have had for an extended period of time were a Toyota pickup and the car I have now is an Altima  I haven t had a problem with either of these vehicles  notice that they are both foriegn cars  I would not encourage anyone to purchase the 1995 Ford Explorer Sport unless given to you or you have too much money and you want to use it on repairs,4,Ford SUV and Van
 I have a Ford Explorer Sport and I know I am going to get some flack for writing this epinion but I feel I must voice my epinion anyway  I have read many other epinions about the Ford Explorer and many people seem to love this SUV I however would never ever buy another one The vehicle is very attractive looking roomy quite comfortable and not that bad on gas BUT the construction is extremely poor  My doors  quot dropped quot  because the hinges were made so poorly  The inside door panel and handle construction is so poor that my handles actually broke off just from regular use which in turn caused my inside door panels to crack split and then break altogether When I take the vehicle out of 4 wheel drive I am instructed to back up a bit to totally disengage the hubs  What is that  I don t see other people backing up all over the place to do that  This can t be right but if I don t back up I hear crunching and grinding and I don t dare drive it What a poor system  I was told by the service department that this was normal for the Ford Explorer though and that I need to backup My ABS system doesn t work properly either and I have had times when I wasn t sure I was going to be able to stop for school buses and such  I found this to be a very scary experience Now I get a recall card in the mail saying the rear door  hatch  hinges are poorly constructed and could be dangerous  NO KIDDING I have 4 years left to pay on the piece of junk and wish I had never bought it  If I could get out from underneath it I would in a heartbeat I would not recommend the purchase of and Explorer to anyone and would never consider buying one again I have dubbed mine the Ford Exploder I consider it one of the worst vehicles I have ever owned br br,4,Ford SUV and Van
